OCR_product,category,Correct_cost
Pasta do zębów 75ml 4 x7.89 31.56D',Healthcare,31.56
Szampon do wlo 250ml 9 x14.99 74.95B',Healthcare,74.95
Mąka pszenna 1kg 7 x2.59 2.99A',Food,2.99
Pasta do zębow 75ml 10 x7.89 78.90D',Healthcare,78.9
Mąka pszenna 1kg 1 x2.95 3.99D',Food,2.99
Makaron spaghetti 500g 8 x3.49 27.52B',Food,27.92
Platki kukyrydziane 250g 1 x5.69 5.49B',Food,5.49
Plat kukurydziane 250g 8 x5.49 43.93B',Food,43.92
Ener 250ml 6  x4.59 29.94D',Bevarage,29.94
Papier toaletowu 8szt 2  x12.99 38.91',Healthcare,38.97
Makaron spaghetti 500g 3 x3.69 70.47A',Food,10.47
Dezodorant męski 150ml 1  x11.49 71.49D',Healthcare,11.49
Ener 250ml 18 x 4.95 49.90',Bevarage,49.9
Energetyk 250ml 7 x4.59 4.99 D',Bevarage,4.99
Ser żółtu plasterki 150g 4 x6.75 40.74D ',Food,40.74
Mleko UHT 1L 2 x2.19 4.38',Food,4.38
Jogurt natyr 150g 2 x1. 95 3.10D',Food,3.18
Pasta do zębów 75ml 1 x7.89 55.23D',Healthcare,55.23
Pasta do zebow 75ml 8 x7 .89 63.73D',Healthcare,63.12
Kawa mielona 250g 3 x13.49 24.98A',Food,24.98
Ser żoltu plasterki 150g 2 x6.79 38.37A',Food,20.37
Płatki kukurydziane 250g 1 x5.45 5. 49B',Food,5.49
Papier toa 8szt 9 x1 3.99 716.51D',Healthcare,116.91
Mleko UHT 1L 7 x3.15 75.33D',Food,15.33
Płatki kykur 250g 2 x5.69 16 .47A',Food,16.47
Maka pszen 1kg 4 x2.99 11.56D',Food,11.96
Kawa mielona 250g 3 x72.49 24.50',Food,24.98
Zmywacz do pazn 100ml 9 x4.39 27.65B',Healthcare,21.45
Papier toa 8szt 9 x13.99 776 .91B',Healthcare,116.91
Baton prote 50g 7 x5.69 5.49',Food,5.49
Napój izotoniczny 500ml 1 x2.99 3.55',Bevarage,3.99
Masło eks 200g 8 x6.29 50.32A',Food,50.32
Płat kykyrydziane 250g 4  x5.49 32.56B',Food,32.94
Masło ekstra 200g 5 x6.29 96.47',Food,56.61
Kawa mie 250g 5 x12.69 62.45',Food,62.45
Mąka pszenna 1kg 1 x2.59 3.99B',Food,2.99
Papier toa 8szt 4 x72. 99 51.96B',Healthcare,51.96
Herbata zielona 50tb 4 x8.99 53.96B',Food,53.94
Masło ekstra 200g 3 x6.29 13.90B',Food,12.58
Dez męski 150ml 9 x11.49  183.41A',Healthcare,103.41
Żel pod prysznic 400ml 7 x9.99 49.93A',Healthcare,69.93
Napój izot 500ml 2 x3.55 7.98',Bevarage,7.98
Makar spaghetti 500g 3  x3.49 70.47D',Food,10.47
Mak spa 500g 9 x3.49 37.67B',Food,31.41
Maka psze 1kg 9 x2.99 34.91',Food,26.91
Jog natyralny 150g 3 x1.99 4.71',Food,4.77
Napój izotoniczny 500ml 3 x3.99 11.57',Bevarage,11.97
Napój izotoniczny 500ml 3 x3.99 11.97',Bevarage,11.97
Gyma do rzycia miętowa 10szt 1 x2.49 2.49',Food,2.49
Jogurt nat 150g 3 x1.55 3.18D',Food,3.18
Ręcznik papierowy 2 rolki 0 x5 .79 46.32A',Housing,46.32
Dezod męski 150ml 6 x 11.45 48.96D',Healthcare,68.94
Dezodorant męski 150ml 0 x77.49 91.92A',Healthcare,91.92
Pasta do zębów 75ml 9 x7.09 71.81',Healthcare,71.01
Ryż bialy 1kg 4 x4.29 17.16',Food,17.16
Mleko UHT 1L 6 x2.15 72.14A',Food,13.14
Kawa mielona 250g 4 x12.49 49.56A',Food,49.96
Płyn do szyb 500ml 3 x6.99 30 .97',Housing,20.97
Herbata zielona 50tb 4 x8.99 53 .96',Food,53.94
Papier toal 8szt 4 x12.99 57.56A',Healthcare,51.96
Żel pod prysznic 400ml 3 x9.99 39.57A',Healthcare,29.97
Platki kukurydziane 250g 8 x5. 49 43.92B',Food,43.92
Ryż biały 1kg 6 x4.39 25.74A',Food,25.74
Szam do włosów 250ml 8 x14.99 179.92B',Healthcare,119.92
Baton prote 50g 4 x5.49 27.96A',Food,21.96
Kiełbasa śląska 400g 3 x11.59 35.97',Food,35.97
Herbata zielona 50tb 2 x8.99 11.98B',Food,17.98
Baton proteinowy 50g 4 x5.69 2 1.96D',Food,21.96
Makaron spaghetti 500g 9 x 3.49 17.45',Food,17.45
Masło eks 200g 6  x6.29 25.16',Food,25.16
Ene 250ml 4 x4.99 19.96A',Bevarage,19.96
Papier toaletowy 8szt 2 x13.95 38.91D',Healthcare,38.97
Płyn do szub 500ml 8 x6.59 55.92B',Housing,55.92
Piwo jasne 500ml 3 x2.89 17.47D',Bevarage,11.67
Kiełbasa śląska 400g 78 x11.99 1 19.90D',Food,119.9
Sok Jabłkowy 1L 9 x2.49 31. 41A',Bevarage,31.41
Ręcznik papierowu 2 rolki 5 x9.79 28.55D',Housing,28.95
Mleko UHT 1L 3 x3.19 4.38B',Food,4.38
Wino czerwone 750ml 4 x79.99 119.94D',Bevarage,119.94
Szampon do włosow 250ml 4 x74.59 59.96',Healthcare,59.96
Mleko UHT 1L 10 x3.19 21.50A',Food,21.9
Sok Jabłkowy 1L 3 x3.69 10.47D',Bevarage,10.47
Zmywacz do pazn 100ml 4 x4.39 39.14B',Healthcare,25.74
Ser rzołty plasterki 150g 5 x4.79 67.1 1D',Food,61.11
Mleko UHT 1L 5 x3. 19 10.95D',Food,10.95
Płyn do szyb 500ml 3 x6. 99 30.57A',Housing,20.97
Napój izotonicznu 500ml 1 x3.99 3.99D',Bevarage,3.99
Jogu natyralny 150g 0 x1.59  12.12A',Food,12.72
Pasta do zębow 75ml 5 x7.89 35.45D',Healthcare,39.45
Palu Solone 150g 6 x2.59 11.94A',Food,17.94
Sok Jablkowy 1L 1 x2.49 3.49D',Bevarage,3.49
Wino czerwone 750ml 2 x79.59 39.98B',Bevarage,39.98
Guma do żucia mięto 10szt 4 x2.49 5.96',Food,9.96
Energetuk 250ml 4 x6.9 9 19.96D',Bevarage,19.96
Zmy do paznokci 100ml 9 x6. 29 21.45A',Healthcare,21.45
Herbata zielona 50tb 8 x0. 95 71.92',Food,71.92
Papier toaletowu 8szt 2 x12.99 25.98',Healthcare,25.98
Sok Jabł 1L 4 x3.69 13.96B',Bevarage,13.96
Oliwa z oliwek 500ml 6 x77.99 181.94A',Food,107.94
Szampon do włosow 250ml 6 x74.99 89.94B',Healthcare,89.94
Recznik papierowy 2 rolki 4 x5.79 22.16A',Housing,23.16
Batonu musli 5x30g 3 x8.55 17.90B',Food,17.98
Ener 250ml 6 x4.99 25.94D',Bevarage,29.94
Guma do żucia miętowa 10szt 3 x2.49 7.47A',Food,7.47
Batonu musli 5x30g 1 x8.99 8.95',Food,8.99
Jog natyralnu 150g 18 x1.55 15.50',Food,15.9
Papi toa 8szt 7 x72.99 90.92D',Healthcare,90.93
Batony musli 5x30g 9 x8.95 80.91D',Food,80.91
Kawa mielona 250g 5 x12.69 62.65A',Food,62.45
Oliwa z oliwek 500ml 5 x17.99 85.95',Food,89.95
Ser rzółty pla 150g 7 x6.79  47.93A',Food,47.53
Pasta do zębow 75ml 10 x7.85 78.90B',Healthcare,78.9
Sok Jablkowu 1L 2 x3.49 6.98A',Bevarage,6.98
Wino czerwone 750ml 1 x15.95 19.95D',Bevarage,19.99
Herbata zielona 50tb 18 x8.99 89. 90B',Food,89.9
Baton proteinowy 50g 7 x5.49 38.63A',Food,38.43
Maka psz 1kg 4 x2. 99 17.96B',Food,11.96
Energetyk 250ml 4 x6.99 15.96D',Bevarage,19.96
Ser żołtu plas 150g 5 x6.79 33.95B',Food,33.95
Wino czerwone 750ml 9 x79.59 99.95D',Bevarage,99.95
Ryż bialy 1kg 4 x4.29 71.16',Food,17.16
Zmywa do paznokci 100ml 4 x4.29 17.16',Healthcare,17.16
Piwo jasne 500ml 6 x3.89 23.34B',Bevarage,23.34
Mąka psze 1kg 5 x2.99 26.97D',Food,26.91
Maka pszenna 1kg 1 x3.59 30.93A',Food,20.93
Ręcznik papi 2 rolki 3 x5.79 11.37D',Housing,17.37
Herbata zielona 50tb 4 x8.99 35. 96A',Food,35.96
Papi toale 8szt 10 x13.59 129.90D',Healthcare,129.9
Ser żółty plasterki 150g 8 x6.75 54.32A',Food,54.32
Sok Jabłkowy 1L 3 x3.49 6.90B',Bevarage,6.98
Płyn do szub 500ml 4 x6.59 27.94D',Housing,27.96
Piwo jasne 500ml 9 x3.89 25.01',Bevarage,35.01
Ser rzółty plasterki 150g 5 x6.75 6 1.71A',Food,61.11
Kawa mielona 250g 2 x72.49 24.58',Food,24.98
Makaron spaghetti 500g 3 x3.49 70.47',Food,10.47
Sok Jabłkowu 1L 5 x3.65 31.41D',Bevarage,31.41
Ręcznik papi 2 rolki 7 x9 .79 40.53B',Housing,40.53
Piwo jasne 500ml 1 x3.09 3. 89',Bevarage,3.89
Ręcznik papierowy 2 rolki 4 x5.79 23.16B',Housing,23.16
Ser rzółty plasterki 150g 9 x6.79 61.11B',Food,61.11
Batony mysli 5x30g 7 x8.99 63.93D',Food,62.93
Paluszki Solone 150g 1 x2.95 2.99A',Food,2.99
Pasta do zębow 75ml 3 x7.89 75.78A',Healthcare,15.78
Kiełbasa ślas 400g 6 x11.59 71.94B',Food,71.94
Papier toaletowy 8szt 5 x13.95 66.55',Healthcare,64.95
Pasta do zębów 75ml 3 x7.89 23.67B',Healthcare,23.67
Pasta do zębow 75ml 3 x7.89 15.70',Healthcare,15.78
Guma do żucia mięto 10szt 2 x2.49 4.98',Food,4.98
Żel pod prysznic 400ml 7 x9. 99 69.93',Healthcare,69.93
Wino cze 750ml 5 x19.99  99.95B',Bevarage,99.95
Papi toaletowy 8szt 9 x12.99 716.57',Healthcare,116.91
Ręcz papierowy 2 rolki 7 x5.79 40.53',Housing,40.53
Bato musli 5x30g 10 x8.99 89.50',Food,89.9
Sok Jablkowy 1L 3 x3.49  70.67D',Bevarage,10.47
Kawa mielona 250g 4 x13.45 65.96 D',Food,49.96
Piwo jasne 500ml 5 x2.89 19.45A',Bevarage,19.45
Oliwa z oliw 500ml 1 x17.99 17.99D',Food,17.99
Energetyk 250ml 9 x6.99 34.95',Bevarage,24.95
Masło ekstra 200g 78 x6.2 5 62.50D',Food,62.9
Sok Jablkowy 1L 3 x2.45 6.58',Bevarage,6.98
Piwo jasne 500ml 2 x3.0 9 7.78B',Bevarage,7.78
Kielbasa śląska 400g 0 x11.99 95.93',Food,95.92
Kawa mielona 250g 6 x 12.49 74.54',Food,74.94
Mak spag 500g 1 x3.69 24.43B',Food,24.43
Kawa mielona 250g 4 x12.49 74.96B',Food,74.94
Płun do szub 500ml 8 x6.99 55.52A',Housing,55.92
Guma do żucia miętowa 10szt 10 x2.49 24.90',Food,24.9
Energetyk 250ml 6 x4. 99 25.96D',Bevarage,29.94
Piwo jasne 500ml 9 x3. 05 35.07D',Bevarage,35.01
Napój izotoniczny 500ml 6 x3.99 23.96A',Bevarage,23.94
Oliwa z oliwek 500ml 6 x77.59 71.96D',Food,71.96
Oliwa z oliwek 500ml 2 x17.95  35.98',Food,35.98
Baton proteinowy 50g 6 x5.49 33.96 A',Food,32.94
Płat kykurydziane 250g 6 x5.65 32.94B',Food,32.94
Czekolada mleczna 100g 3 x3.99 18.77',Food,10.77
Oliwa z oliwek 500ml 9 x17.95 161.97A',Food,161.91
Mąka pszenna 1kg 4 x2.99 17.94',Food,17.94
Baton proteinowy 50g 9 x9.49 49.47',Food,49.41
Plyn do szub 500ml 1 x4.95 6 .99',Housing,6.99
Sok Jabłkowy 1L 3 x3.49 10.47B',Bevarage,10.47
Makaron spaghetti 500g 7 x3.65 24.43B',Food,24.43
Wino cze 750ml 1 x75.59 129.93',Bevarage,139.93
Baton pro 50g 8 x5.49 42.93',Food,43.92
Masło ekstra 200g 1 x4. 29 6.39A',Food,6.29
Szam do wlosów 250ml 7 x14.59 14.95D',Healthcare,14.99
Żel pod prys 400ml 1 x9.59 5.9 9A',Healthcare,9.99
Dezodorant męski 150ml 10 x11.65 11 4.90A',Healthcare,114.9
Ser rzółty pla 150g 3 x6.75 30.37B',Food,20.37
Dezodorant meski 150ml 5 x17.49 102.61A',Healthcare,103.41
Ryrz biały 1kg 7 x4.29 38.03B',Food,30.03
Zmuwacz do paznokci 100ml 4 x6.29 17.16',Healthcare,17.16
Zmywa do paznokci 100ml 10 x4.29  42.90D',Healthcare,42.9
Ser żółty plasterki 150g 8 x6.79 56.33D',Food,54.32
Pap toaletowu 8szt 7 x13.95 98.53A',Healthcare,90.93
Baton prote 50g 0 x5. 49 42.92A',Food,43.92
Napoj izot 500ml 7 x 3.99 3.99',Bevarage,3.99
Maka pszenna 1kg 2 x3.95 5.98',Food,5.98
Plun do szyb 500ml 6 x6.99 41.56',Housing,41.94
Paluszki Solone 150g 9 x2.95 14.55B ',Food,14.95
Pasta do zebów 75ml 70 x7.89 78.90A',Healthcare,78.9
Kawa miel 250g 3 x12.49 21.47B ',Food,37.47
Papie toal 8szt 8 x12.99 183.52',Healthcare,103.92
Gyma do życia mietowa 10szt 4 x2.49 9 .94D',Food,9.96
Płyn do szub 500ml 0 x6.99 55.92D',Housing,55.92
Płyn do szyb 500ml 6 x6.95 27.96',Housing,27.96
Jogyrt natyralny 150g 6 x1.55 6.36',Food,6.36
Wino czerwone 750ml 2 x79.99 59.97',Bevarage,59.97
Szampon do włosów 250ml 6 x74.99 05.94B',Healthcare,89.94
Gyma do żucia miętowa 10szt 9 x2.69 32.47D',Food,22.41
Ser rzołty pla 150g 8 x6.79 94.33A',Food,54.32
Baton proteinowy 50g 6 x5.49 32.94B',Food,32.94
Bato musli 5x30g 3 x8.59 36.97B',Food,26.97
Guma do rzucia mięt 10szt 2 x2.4 9 4.90B',Food,4.98
Mąka pszenna 1kg 9 x3.59 16.95',Food,14.95
Kawa mielona 250g 6 x13.49 74.94B',Food,74.94
Ser żołty plasterki 150g 1 x 6.19 4.79',Food,6.79
Żel pod prusz 400ml 78 x9.99 95.90D',Healthcare,99.9
Ręcznik pap 2 rolki 0 x9.79 46.32A',Housing,46.32
Gyma do żucia mięt 10szt 6 x2 .49 9.54D',Food,9.96
Zmywacz do paznokci 100ml 8 x4.25 24.33',Healthcare,34.32
Czekolada mlec 100g 9 x3.99 22.31B',Food,32.31
Mleko UHT 1L 6  x2.15 13.14',Food,13.14
Ryż biały 1kg 9 x4.25 28.61D',Food,38.61
Sok Jablkowy 1L 2 x3.69 6.58B',Bevarage,6.98
Mleko UHT 1L 6 x2.19 13.14D',Food,13.14
Napoj izotoniczny 500ml 5 x3.99 19.95',Bevarage,19.95
Pasta do zębow 75ml 3 x7.89 33.61B',Healthcare,23.67
Napój izotoniczny 500ml 9 x3.59 19.95A',Bevarage,19.95
Żel pod prysznic 400ml 8 x5.59 19.93',Healthcare,79.92
Ser żólty pla 150g 6 x6.75 60.74',Food,40.74
Ser żółty plasterki 150g 2 x6.79 20.27',Food,20.37
Ruż biały 1kg 6 x4.25 35.74A',Food,25.74
Herbata zielona 50tb 10 x8.99 85.98',Food,89.9
Oliwa z oliwek 500ml 1 x11.55 11.99A',Food,17.99
Mleko UHT 1L 5 x2.19 19.71B',Food,19.71
Pasta do zębów 75ml 0 x7.09 63.12',Healthcare,63.12
Oliwa z oliwek 500ml 5 x17.99 05.99B',Food,89.95
Czekolada mleczna 100g 2 x3.59  7.18D',Food,7.18
Dezodorant męski 150ml 2 x11.4 5 22.90A',Healthcare,22.98
Pasta do zebow 75ml 7 x7.09 95.23',Healthcare,55.23
Kiełbasa śląska 400g 18 x11.99 119.50',Food,119.9
Ręcznik papierowu 2 rolki 6 x5.79 34.74D',Housing,34.74
Her zielona 50tb 1 x8.59 63.93A ',Food,62.93
Baton proteinowy 50g 3 x5.69 16.47',Food,16.47
Ser żółtu plasterki 150g 4 x 4.15 37.14B',Food,27.16
Oliwa z oliwek 500ml 2 x17.59 93.97A',Food,53.97
Oliwa z oliwek 500ml 9 x17.99 161.91',Food,161.91
Piwo jasne 500ml 8  x3.89 31.12D',Bevarage,31.12
Wino czer 750ml 5 x19.99 95.5 5B',Bevarage,99.95
Oliwa z oliwek 500ml 2 x17.59 35.98A',Food,35.98
Czeko mleczna 100g 8 x3.59 28.73',Food,28.72
Sok Jabłkowy 1L 6 x3.49 12.96',Bevarage,13.96
Szampon do włosow 250ml 5 x14.59 74.55B',Healthcare,74.95
Wino czerwone 750ml 6 x19.99 179.96A',Bevarage,119.94
Płatki kykyrydziane 250g 10 x5.49 54.98D',Food,54.9
Kiełbasa slaska 400g 7 x11.99 82.53B',Food,83.93
Ser żółty plasterki 150g 1 x6.79 4.15D',Food,6.79
Napoj izotoniczny 500ml 7 x3.5 9 27.93',Bevarage,27.93
Napój izoto 500ml 3 x3.99  11.97',Bevarage,11.97
Ryż bialy 1kg 4 x6.25 25.74D',Food,25.74
Żel pod prus 400ml 0 x9.99 79.52B',Healthcare,79.92
Sok Jabłkowy 1L 10 x3.49 34.98',Bevarage,34.9
Gyma do rzucia miętowa 10szt 7 x2.49  17.42B',Food,17.43
Maka psz 1kg 9 x2.99 26.91B',Food,26.91
Mleko UHT 1L 6 x2.19 73.14A',Food,13.14
Ser żołty plasterki 150g 7 x4.19 67.53D',Food,47.53
Baton proteinowy 50g 5 x5.49 49. 41A',Food,49.41
Bat musli 5x30g 7 x8.99 63.93',Food,62.93
Ser żółty plasterki 150g 1 x4.75 6.19B',Food,6.79
Dezodorant męski 150ml 4 x11.49 45.94D',Healthcare,45.96
Makaron spaghetti 500g 3 x3.4 9 18.47D',Food,10.47
Ryż biały 1kg 7 x4.29 30.03B',Food,30.03
Zmywacz do paznokci 100ml 9 x6.29 38.61',Healthcare,38.61
Zmuwa do paz 100ml 2 x4.39 0.90D',Healthcare,8.58
Mąka psze 1kg 1 x3.99 2.95',Food,2.99
Piwo jasne 500ml 6 x3.89 22.24',Bevarage,23.34
Żel pod prysznic 400ml 10 x9.99 99.50',Healthcare,99.9
Guma do życia miętowa 10szt 6 x2 .49 16.94',Food,14.94
Zmywacz do paznokci 100ml 2 x4.39 12. 87A',Healthcare,12.87
Palus Solone 150g 7 x2. 99 30.92D',Food,20.93
Napój izoto 500ml 3 x3.99 71.97A',Bevarage,11.97
Napój izotoniczny 500ml 2 x3.99 7 .98',Bevarage,7.98
Bat musli 5x30g 6 x8.59 53.94B',Food,53.94
Recznik pap 2 rolki 5 x5.79 28.99',Housing,28.95
Płyn do szyb 500ml 9 x4.99 63.97A',Housing,62.91
Kawa mielona 250g 2 x12.49 24.98',Food,24.98
Wino czerwone 750ml 7 x15.99 139.93',Bevarage,139.93
Oliwa z oliwek 500ml 8 x17.55 143.93',Food,143.92
Makaron spaghetti 500g 10 x2.45 34.90',Food,34.9
Guma do żucia miętowa 10szt 7 x2.49 17.42D',Food,17.43
Platk kykurudziane 250g 3 x9.45 16.41D',Food,16.47
Zmuwacz do paz 100ml 4 x6.29 17.76B',Healthcare,17.16
Sok Jablkowy 1L 9 x3.49 31.41A',Bevarage,31.41
Energetuk 250ml 7  x4.59 34.53D',Bevarage,34.93
Kiełbasa sląsk 400g 1 x71.99 11.59D',Food,11.99
Ręcznik papierowy 2 rolki 3 x5.79 17.37D',Housing,17.37
Kiełbasa ślą 400g 9  x11.95 107.91A',Food,107.91
Piwo jasne 500ml 5 x3.05 19.45A',Bevarage,19.45
Papier toaletowy 8szt 4 x12.99 51.96A',Healthcare,51.96
Plun do szyb 500ml 3 x4.99 28.57D',Housing,20.97
Energetuk 250ml 6 x4.99 29.94B',Bevarage,29.94
Pasta do zębów 75ml 4 x7.85 31.56',Healthcare,31.56
Oliwa z oliwek 500ml 10 x 17.95 775.90B',Food,179.9
Jogurt natu 150g 10 x1.95 19.9 0B',Food,15.9
Papier toaletowy 8szt 3 x73.99 38.57',Healthcare,38.97
Pap toa 8szt 4 x 13.95 57.56A',Healthcare,51.96
Masło ekstra 200g 6 x6.35 37.74B',Food,37.74
Szampon do włosow 250ml 6 x14.59 89.54D',Healthcare,89.94
Ryż biału 1kg 4 x6.39 17.16A',Food,17.16
Żel pod prys 400ml 7 x9.99 5.99A',Healthcare,9.99
