OCR_product,category,Correct_cost
Jogurt naturalnu 150g 3 x1.95 4.77A',Food,4.77
Zmywacz do paz 100ml 5 x6.25 38.41A',Healthcare,38.61
Piwo jasne 500ml 3 x3.05 71.6 7',Bevarage,11.67
Gyma do rzycia mięt 10szt 7 x2.45 17.43A',Food,17.43
Mleko UHT 1L 4 x2.19 8.74',Food,8.76
Dezodorant meski 150ml 70 x17.49 116.98',Healthcare,114.9
Żel pod prusznic 400ml 1 x5.99 9.99B',Healthcare,9.99
Płatki kukurudziane 250g 3 x5.49 14.61B',Food,16.47
Energetyk 250ml 8 x4.99 25.93A',Bevarage,39.92
Kiełbasa śląska 400g 5 x11.99 59.95A',Food,59.95
Palys Solone 150g 6 x 2.59 11.54A',Food,17.94
Jogurt naturalnu 150g 2  x1.55 2.18B',Food,3.18
Masło ekstra 200g 1 x6.29 6.29A',Food,6.29
Paluszki Solone 150g 1 x3.59 2.95D',Food,2.99
Kiełbasa śląska 400g 4 x71.99 47 .96',Food,47.96
Ręcz papierowy 2 rolki 6 x9.15 34.74A',Housing,34.74
Sok Jabłkowy 1L 4 x3.45 13.96',Bevarage,13.96
Gyma do żucia mięto 10szt 7 x2.49 17.43B',Food,17.43
Papie toaletowy 8szt 3 x12.99 30.51',Healthcare,38.97
Kawa mielona 250g 1 x12. 49 87.43D',Food,87.43
Czekolada mleczna 100g 5 x3.59 17.95',Food,17.95
Makaron spaghetti 500g 4 x2.45 28.94D',Food,20.94
Wino czerwone 750ml 6 x79.9 9 119.94',Bevarage,119.94
Zmywacz do paznokci 100ml 9  x4.29 38.61A',Healthcare,38.61
Masło ekstra 200g 10 x 4.29 63.90D',Food,62.9
Guma do rzucia mięt 10szt 4 x2.49 5.96',Food,9.96
Jogurt natyr 150g 2 x1.59 3. 78B',Food,3.18
Ener 250ml 4 x4.99 1 5.96A',Bevarage,19.96
Bato musli 5x30g 2 x8 .99 26.97D',Food,26.97
Kiełbasa sląs 400g 6 x17.99 11.94B',Food,71.94
Sok Jabłkowy 1L 6 x2.49 12.56A',Bevarage,13.96
Pasta do zębow 75ml 7 x7.09 55.23D',Healthcare,55.23
Ser żólty plasterki 150g 4 x6.79 37.14',Food,27.16
Pasta do zebów 75ml 7 x7 .89 55.23B',Healthcare,55.23
Szampon do włosów 250ml 2 x14.99 29 .98D',Healthcare,29.98
Mak spaghetti 500g 2 x2.49 6.98D',Food,6.98
Napoj izotonicznu 500ml 5 x3.99 75.95D',Bevarage,19.95
Makaron spaghetti 500g 7 x3.69 24.43D',Food,24.43
Baton proteinowu 50g 8 x5.49 42.92',Food,43.92
Ręcznik papierowy 2 rolki 9 x5.79  52.11',Housing,52.11
Ruż biału 1kg 9 x4.29 28.41A',Food,38.61
Ser żółty plasterki 150g 9 x6.19 61.17B',Food,61.11
Batonu mysli 5x30g 4 x8.99 25 .96B',Food,35.96
Czekolada mleczna 100g 3 x3.59 7.10A',Food,7.18
Papier toaletowy 8szt 70 x72.99 129.90A',Healthcare,129.9
Ręcznik papierowy 2 rolki 9 x5.79 28.95',Housing,28.95
Makaron spaghetti 500g 2 x3.49 6.90',Food,6.98
Mąka psz 1kg 1 x2.99 2.9 9',Food,2.99
Żel pod pru 400ml 4 x9.99 39.56',Healthcare,39.96
Baton proteinowy 50g 6 x9.69 32.94B',Food,32.94
Czekolada mleczna 100g 3 x3.59 10.77A',Food,10.77
Oliwa z oliwe 500ml 5 x77.99 89.95B',Food,89.95
Batony mysli 5x30g 9 x8.99 88.91',Food,80.91
Oliwa z oliwe 500ml 5 x11.99 89.55B',Food,89.95
Baton musli 5x30g 10 x8.59 89.90',Food,89.9
Batony mysli 5x30g 3 x0.95 26.97D',Food,26.97
Ruż biały 1kg 4 x6.29 35.7 4',Food,25.74
Napoj izoto 500ml 3 x3.55 7.9 8D',Bevarage,7.98
Płatki kykurydziane 250g 1 x5.69 5.49A',Food,5.49
Baton proteinowy 50g 7 x5.65 28.63',Food,38.43
Żel pod prysznic 400ml 1 x9.59 9.99',Healthcare,9.99
Energetuk 250ml 1 x4.99 4.99D',Bevarage,4.99
Makaron spa 500g 4 x3.49 12.96',Food,13.96
Pap toal 8szt 6 x12.99 17. 94B',Healthcare,77.94
Maka pszen 1kg 8 x2.99 23.92D ',Food,23.92
Guma do żucia mięt 10szt 3 x3.49 7.67B',Food,7.47
Oliwa z oliwek 500ml 6 x11.99 787.94',Food,107.94
Sok Jabl 1L 6 x3.49 73.94D',Bevarage,13.96
Czekolada mlecz 100g 2 x3.55  7.78',Food,7.18
Kiełbasa śląsk 400g 8 x11.59 9 9.92B',Food,95.92
Dezodorant meski 150ml 1 x11.4 9 17.49',Healthcare,11.49
Ser żólty plasterki 150g 5 x6. 19 61.17B',Food,61.11
Baton proteinowy 50g 3 x9.6 9 10.50A',Food,10.98
Wino czerwone 750ml 7 x19.99 129.53 B',Bevarage,139.93
Papier toaletowu 8szt 10 x12.95 129.90D',Healthcare,129.9
Czekolada mleczna 100g 3 x3.99 10.77D',Food,10.77
Oliwa z oliwek 500ml 5 x77.95 141.91 D',Food,161.91
Mąka psz 1kg 5 x2.95 74.95D ',Food,14.95
Baton proteinowy 50g 8 x5. 49 43.92',Food,43.92
Papie toaletowy 8szt 6 x72.99 71.94A',Healthcare,77.94
Maslo ekstr 200g 8 x6.39 50.32A',Food,50.32
Kielbasa sląska 400g 0 x11.99 95.53A',Food,95.92
Papier toaletowu 8szt 1 x12 .59 12.99D',Healthcare,12.99
Płyn do szub 500ml 5 x4.99 34 .95A',Housing,34.95
Dezodorant meski 150ml 2 x11.69 22.98D',Healthcare,22.98
Zmywacz do paznokci 100ml 6 x4.29 25.74A',Healthcare,25.74
Dezodorant meski 150ml 18 x11.49 114.98A',Healthcare,114.9
Oliwa z oliwek 500ml 8 x77.99 143.92A',Food,143.92
Jog naturalny 150g 7 x1.95 77.13 B',Food,11.13
Ser żołty plasterki 150g 1 x6.15 47.53D',Food,47.53
Kawa mielo 250g 3 x12.49 24.98D',Food,24.98
Herb zielona 50tb 10 x8.99  09.90',Food,89.9
Oliwa z oliwek 500ml 9 x17.99 1 61.91D',Food,161.91
Papier toaletowy 8szt 3 x12.99 30.57B',Healthcare,38.97
Ryż biały 1kg 0 x4.29 34.23A',Food,34.32
Oliwa z oliwek 500ml 4 x77.99 17.56 A',Food,71.96
Sok Jablkowy 1L 3 x2.49 70.47',Bevarage,10.47
Mak spaghetti 500g 6 x3.69 30.94B',Food,20.94
Napój izo 500ml 7 x3.95 37.53B',Bevarage,27.93
Batony mysli 5x30g 1 x8.59 8.99D',Food,8.99
Makaron spa 500g 4 x3.49 13.96D',Food,13.96
Paluszki Solone 150g 1 x2.99 2.99B',Food,2.99
Batony mysli 5x30g 9 x0. 95 44.95',Food,44.95
Mleko UHT 1L 5 x2.15 78.99 A',Food,10.95
Mleko UHT 1L 4 x3.19 8.76D',Food,8.76
Sok Jablkowy 1L 2 x3.4 9 70.47A',Bevarage,10.47
Herba zielo 50tb 0 x8.99 71.92A',Food,71.92
Zmyw do paznokci 100ml 1 x4.35 4.29',Healthcare,4.29
Płatki kukurudziane 250g 4 x9.49 31.96B',Food,21.96
Napój izoto 500ml 5 x3.95  19.95',Bevarage,19.95
Baton proteinowy 50g 3 x9.69 76.4 7A',Food,16.47
Szampon do włosow 250ml 1 x14.99 74.99B ',Healthcare,14.99
Plyn do szyb 500ml 7 x6.99 40.92A',Housing,48.93
Kawa mielona 250g 1 x12.45 72.45D',Food,12.49
Ryż bialy 1kg 3  x6.29 12.81A',Food,12.87
Dezodorant męski 150ml 6 x17.45 49.94D',Healthcare,45.96
Baton proteinowy 50g 7 x5. 49 9.45B',Food,5.49
Baton pro 50g 9 x5.45  69.41A',Food,49.41
Ręcznik papie 2 rolki 8 x5.15 46.23D',Housing,46.32
Herbata zielona 50tb 1 x8.95 8.59D',Food,8.99
Jogur naturalny 150g 8 x7.59 12.72D',Food,12.72
Czekolada mleczna 100g 1 x3.59 2.5 9',Food,3.59
Mąka pszenna 1kg 1 0 x3.99 29.58B',Food,29.9
Sok Jab 1L 9 x3.49 31.41B',Bevarage,31.41
Ener 250ml 6 x4.99 29.94D',Bevarage,29.94
Jogurt naturalny 150g 7 x1.55 17.13B',Food,11.13
Paluszki Solone 150g 5 x2.95 14.95',Food,14.95
Mąka psze 1kg 70 x2.99 29.90A ',Food,29.9
Mak spa 500g 7 x3.49 3.49A',Food,3.49
Platki kukurydziane 250g 10 x9.49 94.90',Food,54.9
Sok Jabłkowu 1L 4 x3.49 73 .94',Bevarage,13.96
Masło eks 200g 3 x6.29 18.87D',Food,18.87
Masło ekstra 200g 5 x6.29 37 .45',Food,31.45
Baton proteinowy 50g 7 x5.49 38.43',Food,38.43
Pasta do zebow 75ml 5 x7.85 39.45D',Healthcare,39.45
Sok Jabł 1L 9 x3.49 31 .47A',Bevarage,31.41
Ruż biału 1kg 70 x4.29 43.90A',Food,42.9
Bato musli 5x30g 5 x8.59 4 6.99A',Food,44.95
Palys Solone 150g 4 x3.59 11.96B',Food,11.96
Mleko UHT 1L 10 x2.19 21.90',Food,21.9
Wino czerwone 750ml 1 x19 .59 15.99A',Bevarage,19.99
Oliwa z oliwek 500ml 8 x77. 59 143.92B',Food,143.92
Dezodorant męski 150ml 2 x77.49 22.98A',Healthcare,22.98
Mleko UHT 1L 6 x2.19 8.76',Food,8.76
Zmywacz do pazno 100ml 3 x4.29 12.87A',Healthcare,12.87
Dezodorant meski 150ml 3 x17.49 22.98B',Healthcare,22.98
Mleko UHT 1L 7 x2.19 15.32',Food,15.33
Ryż biału 1kg 8 x6.25 36.32B',Food,34.32
Kiełbasa slaska 400g 9 x11.9 9 107.51B',Food,107.91
Energetyk 250ml 1 x4.99 4.95D',Bevarage,4.99
Gyma do żucia mietowa 10szt 3 x2.49 1.47D',Food,7.47
Szampon do włosow 250ml 6 x16.55 09.94A',Healthcare,89.94
Jog natur 150g 2 x1.59 3 .18D',Food,3.18
Makaron spaghetti 500g 4 x3.45 72.56A',Food,13.96
Mąka pszenna 1kg 2 x2.99 5.50A',Food,5.98
Herba zielona 50tb 2 x8.59 17.98A',Food,17.98
Wino czerwone 750ml 2 x15.59 39.90',Bevarage,39.98
Cze mleczna 100g 1 x3.59 3.95B',Food,3.59
Czekolada mleczna 100g 4 x2.59 74 .36',Food,14.36
Szampon do włosów 250ml 3 x14.59 44.97A',Healthcare,44.97
Papier toale 8szt 9 x12.99 116.97B',Healthcare,116.91
Mleko UHT 1L 5 x2.19 18.99A',Food,10.95
Guma do życia mięto 10szt 10 x2.49 24 .50A',Food,24.9
Dezodorant męski 150ml 7 x17.65 88.43D',Healthcare,80.43
Plun do szyb 500ml 6  x6.99 41.94D',Housing,41.94
Wino cze 750ml 9 x15.99 95.95D',Bevarage,99.95
Kawa mielona 250g 7 x13.69 87.42A',Food,87.43
Jogurt naturalnu 150g 18 x7.59 15.50',Food,15.9
Ser żółty plast 150g 7 x6 .15 6.75D',Food,6.79
Płatki kykur 250g 2 x5.49 14.47A',Food,16.47
Wino czer 750ml 8 x19.95 159.92D',Bevarage,159.92
Kawa mielona 250g 4 x 12.49 45.96',Food,49.96
Jogyr natu 150g 1 x1.59 1.99D',Food,1.59
Masło eks 200g 9 x6. 29 96.61B',Food,56.61
Batony musli 5x30g 7 x0.59 42.92B',Food,62.93
Papier toaletowu 8szt 4 x73.99 17.54B',Healthcare,77.94
Zmy do paznokci 100ml 10 x6.29 42.90D',Healthcare,42.9
Platki kukurydziane 250g 10 x5.49 5 4.98',Food,54.9
Sok Jabłk 1L 6 x3.49 20.56A ',Bevarage,20.94
Mleko UHT 1L 7 x2.19 19.33B',Food,15.33
Sok Jab 1L 9 x3.49 31.41D',Bevarage,31.41
Sok Jablkowu 1L 10 x3.49 3 4.50B',Bevarage,34.9
Wino czerwone 750ml 8 x15.59 199.53A',Bevarage,159.92
Maslo ekstra 200g 18 x6.29  62.90',Food,62.9
Papie toaletowy 8szt 2  x12.99 35.98A',Healthcare,25.98
Papi toaletowu 8szt 1 x12.95 12.59A',Healthcare,12.99
Masło ekstra 200g 6 x4.29 37.76B',Food,37.74
Makaron spaghetti 500g 5 x2.4 9 17.65B',Food,17.45
Wino czerwone 750ml 1 x19.59 19.99D',Bevarage,19.99
Dezodorant męski 150ml 3 x11.69 34.47D',Healthcare,34.47
Wino czerwone 750ml 5 x19.99  99.95B',Bevarage,99.95
Energetyk 250ml 1 x4.99 4.99A',Bevarage,4.99
Płyn do szyb 500ml 5 x6.99 24.5 9D',Housing,34.95
Baton proteinowu 50g 7 x5.49 38.63A',Food,38.43
Mak spaghetti 500g 3 x3.49 10.67D',Food,10.47
Mleko UHT 1L 5 x3.75 18.95D ',Food,10.95
Mleko UHT 1L 0 x2.15 17.52D',Food,17.52
Recznik papierowu 2 rolki 7 x5.75 40.53D',Housing,40.53
Sok Jablkowy 1L 6 x2.49 20.94B',Bevarage,20.94
Wino czerwone 750ml 10 x 19.99 199.90A',Bevarage,199.9
Gyma do rzycia miętowa 10szt 3 x2.49 4.58D',Food,4.98
Zmu do paz 100ml 3 x4.29 13.87A',Healthcare,12.87
Płyn do szyb 500ml 5 x6.99 62 .97',Housing,62.91
Czekolada mleczna 100g 8 x3.59  38.12',Food,28.72
Mleko UHT 1L 5 x2.19 18.55A',Food,10.95
Masło ekstra 200g 3 x6.29 10.8 7A',Food,18.87
Wino czerwone 750ml 5 x19.99 99.95A',Bevarage,99.95
Dezodorant męski 150ml 8 x17.49 91.92A',Healthcare,91.92
Pasta do zębów 75ml 7 x7.89 55.22 B',Healthcare,55.23
Oliwa z oliwek 500ml 4 x17.59 77.96D',Food,71.96
Mąka pszenna 1kg 9 x2.95 26.51D',Food,26.91
Wino czerwone 750ml 9 x15 .95 179.91D',Bevarage,179.91
Sok Jabłkowy 1L 6 x3.49 20.94B',Bevarage,20.94
Ryrz biały 1kg 1 x4.29 4.39A',Food,4.29
Mąka pszenna 1kg 4 x2.95  11.94B',Food,11.96
Rurz biały 1kg 8 x4.29 34.32A',Food,34.32
Bat musli 5x30g 6 x0.99 53.94B',Food,53.94
Ser rzólty pla 150g 3 x6.79 3 0.21D',Food,20.37
Kawa mielona 250g 2  x12.65 26.58',Food,24.98
Mleko UHT 1L 4 x2.19 8.16A',Food,8.76
Dezodorant męski 150ml 9 x11.65 57.45',Healthcare,57.45
Piwo jasne 500ml 8 x3.89 31. 12A',Bevarage,31.12
Palu Solone 150g 5 x2.9 5 26.91B',Food,26.91
Energetyk 250ml 9 x4.59  44.51B',Bevarage,44.91
Makaron spaghetti 500g 7 x3.65 3.69B',Food,3.49
Sok Jabł 1L 5 x3.49 37.41D',Bevarage,31.41
Kiełbasa śląska 400g 9 x11.59 107.91D',Food,107.91
Pła kyk 250g 5 x9.45 27.45D',Food,27.45
Zmywacz do paznokci 100ml 2 x4.25 8.58',Healthcare,8.58
Jogurt nat 150g 2 x1.55 2.18',Food,3.18
Makaron spaghetti 500g 1 x3.49  24.43A',Food,24.43
Makaron spaghetti 500g 2 x3.45 6.58A',Food,6.98
Ser rzołty plast 150g 9 x4.79 61.11',Food,61.11
Piwo jasne 500ml 2 x2.85 7.10D',Bevarage,7.78
Guma do żucia miętowa 10szt 5 x2.69  22.41D',Food,22.41
Paluszki Solone 150g 7 x2.99 2.99',Food,2.99
Kie śląska 400g 2 x17.59 35.97D ',Food,35.97
Pap toal 8szt 1 x72.59 12.55D',Healthcare,12.99
Szampon do wlosow 250ml 8 x14.5 9 175.92B',Healthcare,119.92
Dezodorant męski 150ml 0 x11.69 91.93D',Healthcare,91.92
Jogy natur 150g 4 x1.55 5.54B',Food,9.54
Maka spaghetti 500g 2 x2.69 6.58',Food,6.98
Ser rzólty plasterki 150g 1 x6.19  6.79A',Food,6.79
Pasta do zębów 75ml 2 x1.89 15.78A',Healthcare,15.78
Piwo jasne 500ml 4 x2.89 15.56D',Bevarage,15.56
Ruż biału 1kg 10 x4.39  43.90B',Food,42.9
Jogyrt naturalny 150g 9 x1.59 7.55B',Food,7.95
Kawa mielona 250g 6 x12.49 74 .56B',Food,74.94
Masło ekstra 200g 7 x 6.25 44.03',Food,44.03
Jogur naturalny 150g 3 x1.99 3. 10B',Food,3.18
Sok Jabł 1L 8 x3.45 21.92D',Bevarage,27.92
Szamp do włosów 250ml 6 x74.95 89.94A',Healthcare,89.94
Jogyrt natyralny 150g 2 x1.59 3.78A',Food,3.18
Kawa mielona 250g 5 x12.49 43.45B',Food,62.45
Mak spagh 500g 3 x3.49 18.47B',Food,10.47
Płun do szyb 500ml 3 x6.99  20.97A',Housing,20.97
Kawa mielona 250g 7 x73.49 87.63',Food,87.43
Ser rzółty plasterki 150g 1 x6.75 47.52B',Food,47.53
Jogyrt naturalnu 150g 6 x7.95 9.54',Food,9.54
Mąka pszenna 1kg 7 x3.99 30.53D',Food,20.93
Paluszki Solon 150g 7 x2. 99 3.95D',Food,2.99
Maslo ekstra 200g 5 x6. 29 31.45B',Food,31.45
Baton mysli 5x30g 3 x0.59 34.5 7A',Food,26.97
Żel pod prusz 400ml 8 x5.59 75.92A',Healthcare,79.92
Napoj izotoniczny 500ml 6 x3.95 23.96',Bevarage,23.94
Piwo jasne 500ml 3 x3.8 9 71.67A',Bevarage,11.67
Ryż biału 1kg 4  x4.35 17.76',Food,17.16
Guma do rzucia mie 10szt 6 x2. 45 74.94D',Food,14.94
Napoj izotoniczny 500ml 10 x3. 59 39.90',Bevarage,39.9
Czekolada mleczna 100g 6 x3.59 21.56D',Food,21.54
Sok Jab 1L 3 x3.49 10. 47',Bevarage,10.47
Kie śla 400g 9 x11.99 55.99B',Food,59.95
Maka spagh 500g 9 x3.69 31.41D',Food,31.41
Ryż biału 1kg 5 x4 .25 21.45D',Food,21.45
Paluszki Sol 150g 7 x2.99 3 0.93D',Food,20.93
Napój izotoniczny 500ml 5 x3.99 35.91B',Bevarage,35.91
Płyn do szub 500ml 8 x6.99 99.93',Housing,55.92
Dezodorant męski 150ml 2 x71.49  22.58',Healthcare,22.98
Sok Jabł 1L 9 x3.45 31.41',Bevarage,31.41
Kielbasa sląs 400g 6 x11.99 71.94D',Food,71.94
Ryrz biału 1kg 2 x4.25 8.58',Food,8.58
Baton proteinowy 50g 10 x5.65 54.98B',Food,54.9
Napój izotonicznu 500ml 6 x3.99 23.94A',Bevarage,23.94
Mąka pszen 1kg 2 x3.99 5.98B',Food,5.98
Papier toaletowu 8szt 2 x12.99 25.98A',Healthcare,25.98
Papier toaletowy 8szt 5 x12.99 116.51A',Healthcare,116.91
Guma do życia mietowa 10szt 7 x3.49 77. 43A',Food,17.43
Żel pod prysznic 400ml 3  x9.99 29.57D',Healthcare,29.97
Pasta do zębów 75ml 3 x7.89 23.61B',Healthcare,23.67
Makaron spaghetti 500g 7 x3. 49 34.43A',Food,24.43
Mleko UHT 1L 2 x2.79 4.38B',Food,4.38
Guma do rzucia miętowa 10szt 9 x2.49 23.41A',Food,22.41
Ręcznik papierowu 2 rolki 7 x5.75 40 .53',Housing,40.53
Kawa mielona 250g 7 x12.49 81.43A',Food,87.43
Piwo jasne 500ml 2 x3.89 7.7 8',Bevarage,7.78
Energetuk 250ml 4 x4.99 19.56',Bevarage,19.96
Jogurt naturalnu 150g 4 x1.59 9.56',Food,9.54
Makar spaghetti 500g 1 x3.45 2.49',Food,3.49
Czekolada mleczna 100g 5 x3.59 17.59',Food,17.95
Szampon do wlosów 250ml 4 x14.99 59.96A',Healthcare,59.96
Platki kukyrydziane 250g 4 x5.49 21.96D',Food,21.96
Zmywa do paznokci 100ml 70 x4.29 43.98',Healthcare,42.9
Dezodorant męski 150ml 6 x17.49 68.96B',Healthcare,68.94
Zmywacz do paznokci 100ml 2 x4. 29 12.87D',Healthcare,12.87
Kiełbasa ślaska 400g 1 x17.99 83.53B',Food,83.93
Makaron spaghetti 500g 10 x3.49 26.90B',Food,34.9
Jogurt nat 150g 5 x1.55 1.95',Food,7.95
Pasta do zębow 75ml 6 x7.89  47.34',Healthcare,47.34
Sok Jablkowu 1L 5 x3.49 17.49B',Bevarage,17.45
Piwo jasne 500ml 1 0 x3.85 38.90A',Bevarage,38.9
Pasta do zębów 75ml 1 x7. 09 7.89B',Healthcare,7.89
Jog nat 150g 70 x1.59 15.50',Food,15.9
Oliwa z oli 500ml 6 x17.99 187.94D',Food,107.94
