OCR_product,category,Correct_cost
Szampon do włosów 250ml 7 x14.95 104.53B',Healthcare,104.93
Żel pod prysznic 400ml 6 x9.99 55.94B',Healthcare,59.94
Papie toale 8szt 2 x72.95 28 .97B',Healthcare,38.97
Maka psze 1kg 1 x2. 99 28.53B',Food,20.93
Gyma do żucia miet 10szt 8 x2.49 19 .93A',Food,19.92
Kielbasa ślaska 400g 3 x11.99 35.97B',Food,35.97
Oliwa z oliwek 500ml 7 x17.9 9 129.93A',Food,125.93
Kielb śląska 400g 7 x71.99 83.53 A',Food,83.93
Ręcznik papie 2 rolki 3 x9.19 17.27 A',Housing,17.37
Maka pszen 1kg 8 x3.99 33.92A',Food,23.92
Zmuwacz do pazno 100ml 1 x 4.29 4.29D',Healthcare,4.29
Pasta do zębów 75ml 1 x7.89 7.89D',Healthcare,7.89
Zmywacz do paznokci 100ml 5 x4.29 31.49',Healthcare,21.45
Masło ekstra 200g 8 x6.25 50.32B',Food,50.32
Palyszki Solone 150g 1 x2.99 2.99D',Food,2.99
Zmywacz do paznokci 100ml 7 x6.39 4.25A',Healthcare,4.29
Żel pod prysznic 400ml 5 x9.55 69.99B',Healthcare,49.95
Mleko UHT 1L 4 x2.19 73.74D',Food,13.14
Ruż biały 1kg 3 x 4.39 12.87A',Food,12.87
Pasta do zębów 75ml 4 x1.85 31.56D',Healthcare,31.56
Papier toaletowu 8szt 1 x12.99 12.95 A',Healthcare,12.99
Zmywacz do paznokci 100ml 2 x4.25 8.98D',Healthcare,8.58
Paluszki Solone 150g 9  x2.95 24.91D',Food,26.91
Sok Jabłk 1L 2 x2.45 6.58D',Bevarage,6.98
Ser rzóltu plasterki 150g 6 x4.19 40.74',Food,40.74
Recznik papierowu 2 rolki 7 x5.79 40.53A',Housing,40.53
Pasta do zebów 75ml 4 x7.89  21.56A',Healthcare,31.56
Maka spaghetti 500g 4 x3.49 13.56B',Food,13.96
Sok Jabł 1L 6 x3.49  30.54',Bevarage,20.94
Palys Solone 150g 9 x2.59 36.91A',Food,26.91
Mleko UHT 1L 2 x2.19 6.51 ',Food,6.57
Papier toaletowu 8szt 9 x72.95 116.91B',Healthcare,116.91
Płatki kukurydziane 250g 9 x5.49 49.41',Food,49.41
Plyn do szyb 500ml 10 x6.99 65.90',Housing,69.9
Ryż bialu 1kg 8 x4.25 34.32A',Food,34.32
Pasta do zebów 75ml 18 x1.09 78.90A',Healthcare,78.9
Pal Solone 150g 0  x2.95 23.93D',Food,23.92
Papi toaletowy 8szt 9 x13 .59 716.91A',Healthcare,116.91
Płatki kuku 250g 4 x5.49 21.56A',Food,21.96
Kawa mielona 250g 5 x12.69 42.45D',Food,62.45
Napoj izotonicznu 500ml 6 x3.95 22.96',Bevarage,23.94
Sok Jabłkowu 1L 8 x3.69 2 7.92D',Bevarage,27.92
Zmyw do paznokci 100ml 5 x4.25 21.45A',Healthcare,21.45
Baton proteinowy 50g 1 x5.45 38.43D',Food,38.43
Batonu musli 5x30g 9  x0.95 80.91',Food,80.91
Żel pod prysznic 400ml 7 x9.59 65.92A',Healthcare,69.93
Batony musli 5x30g 7 x8.99 42.93A',Food,62.93
Kielbasa śląska 400g 7 x11.95 71.99A',Food,11.99
Napój izotoniczny 500ml 7 x3.55 37.93D',Bevarage,27.93
Żel pod prusznic 400ml 1 x 9.99 9.99',Healthcare,9.99
Szampon do włosow 250ml 8 x14. 99 119.92A',Healthcare,119.92
Szam do włosow 250ml 10 x16.99 765.90',Healthcare,149.9
Herbata zielona 50tb 7 x0.99 62.53B',Food,62.93
Masło ekstra 200g 8 x6.29 50.33A',Food,50.32
Baton proteinowy 50g 7 x5.49 5.49D',Food,5.49
Żel pod prysznic 400ml 2 x9.99 79.50',Healthcare,19.98
Kiełbasa ślą 400g 4 x11.99 47.96D',Food,47.96
Sok Jabłkowy 1L 3 x3.69 10.67',Bevarage,10.47
Mleko UHT 1L 2 x2.15 4.38D',Food,4.38
Kawa mielona 250g 7 x12.49 07. 43',Food,87.43
Recznik pap 2 rolki 7 x5.19 40.53D',Housing,40.53
Maka pszenna 1kg 5 x2.99 14.99B',Food,14.95
Dezo męski 150ml 6 x11.69 60.94',Healthcare,68.94
Wino czerwone 750ml 4 x19.95 79.96D',Bevarage,79.96
Żel pod prysznic 400ml 2 x9.95 1 9.98D',Healthcare,19.98
Napój izotonicznu 500ml 6 x3.99 22.94A',Bevarage,23.94
Czekolada mleczna 100g 5 x3.55 11.95',Food,17.95
Mąka pszenna 1kg 5 x2.99 74 .55B',Food,14.95
Żel pod prusznic 400ml 2 x5.99 19.98A',Healthcare,19.98
Mak spagh 500g 2 x3.49 10.47A',Food,10.47
Czekolada mleczna 100g 18 x3.59 35.98B',Food,35.9
Jogyrt natyralnu 150g 2 x1.5 9 6.71A',Food,4.77
Batony musli 5x30g 2 x8 .99 71.98D',Food,17.98
Herbata zielona 50tb 6 x8.99 35.56D',Food,35.96
Szampon do włosow 250ml 9 x14.99 136.97',Healthcare,134.91
Masło ekst 200g 9 x6.39 21.45A',Food,31.45
Makaron spaghetti 500g 4 x3.49 13.94B ',Food,13.96
Energetuk 250ml 9 x6.95 44.91D',Bevarage,44.91
Mąka pszenna 1kg 8 x3.99 22.93',Food,23.92
Ryrz bialy 1kg 18  x4.29 42.50B',Food,42.9
Ryż bialy 1kg 10 x4. 29 63.98A',Food,42.9
Paluszki Solone 150g 5 x2.55 74.95A ',Food,14.95
Ryż biału 1kg 2 x4.29 8.58D',Food,8.58
Ręczn pap 2 rolki 9 x5.79 20.55A',Housing,28.95
Herbata zielona 50tb 1 x8.59 62.9 3',Food,62.93
Kiełbasa slask 400g 8 x11.99 95 .92A',Food,95.92
Napoj izotoniczny 500ml 7 x3.55 2.99B',Bevarage,3.99
Zmywacz do paznokci 100ml 3 x6.25 12.87',Healthcare,12.87
Ener 250ml 3 x4.95 14.97',Bevarage,14.97
Jogurt natyralny 150g 8 x1.59 12.72B',Food,12.72
Kiełbasa sląs 400g 2 x11.99 23.9 8B',Food,23.98
Mleko UHT 1L 3 x2.19 6.57B',Food,6.57
Mąka pszenna 1kg 2 x2.99 5.98B',Food,5.98
Kawa mielona 250g 6 x72.45 49. 96B',Food,49.96
Baton proteinowy 50g 3 x5.69 14.47D',Food,16.47
Żel pod prusz 400ml 4 x9.59 99.96A',Healthcare,59.94
Platki kykurudziane 250g 5 x5.49 21.49D',Food,27.45
Płatki kukurudziane 250g 7 x5.69 30.43B',Food,38.43
Mleko UHT 1L 9 x2.79 19.77 A',Food,19.71
Gyma do żucia miętowa 10szt 7 x2.49 17.43A',Food,17.43
Żel pod pru 400ml 6 x9.99 29.96D',Healthcare,39.96
Ryrz bialy 1kg 5 x4.29 27.65',Food,21.45
Napój izot 500ml 7 x3.95 37.93',Bevarage,27.93
Mak spaghetti 500g 5 x2.49 77.45A',Food,17.45
Zmywacz do paznokci 100ml 4 x6.29 17.16A',Healthcare,17.16
Oliwa z oliwek 500ml 6 x71. 59 71.94',Food,71.96
Ręcznik papierowy 2 rolki 5 x5.79 52. 71D',Housing,52.11
Ser rzółtu plas 150g 7 x6.75 6.79',Food,6.79
Ser żóltu plast 150g 5 x6.79 23.95A',Food,33.95
Ryż bialu 1kg 5 x4 .25 37.65',Food,21.45
Papier toaletowu 8szt 9 x72.99 116.51D',Healthcare,116.91
Sok Jabłkowu 1L 9 x2.49 31.41A',Bevarage,31.41
Ser rzółtu pla 150g 3 x6.19 20.37D',Food,20.37
Oliwa z oliwek 500ml 4 x17.59 71.96B',Food,71.96
Energ 250ml 2 x4.99 5.90A',Bevarage,9.98
Her ziel 50tb 8 x0.99 11.92D',Food,71.92
Szampon do włosów 250ml 9 x74.99 134.91',Healthcare,134.91
Napój izotonicznu 500ml 1 x2.99 2.59',Bevarage,3.99
Wino czerwone 750ml 0 x19.99 759.52',Bevarage,159.92
Ser żołtu plasterki 150g 9 x6. 79 61.77B',Food,61.11
Sok Jabłkowy 1L 10 x2.65 34.58A',Bevarage,34.9
Makaron spaghetti 500g 10 x3.45 34.90A',Food,34.9
Baton proteinowy 50g 5 x5.49 27.45D',Food,27.45
Pal Sol 150g 1 x2.95  2.99A',Food,2.99
Herbata zielona 50tb 6 x8.99 53.94A',Food,53.94
Pap toale 8szt 10 x73.59 139.90A',Healthcare,129.9
Herbata zielona 50tb 7 x8.99 43.93',Food,62.93
Mleko UHT 1L 2 x2.19 4.38B',Food,4.38
Paluszki Solone 150g 8 x2.95 23.93A',Food,23.92
Papier toale 8szt 6 x12.95 51 .94A',Healthcare,51.96
Napój izotoniczny 500ml 5 x3.99 39.91B',Bevarage,35.91
Palyszki Solone 150g 8 x3.99 23.93D',Food,23.92
Kielbasa śląska 400g 1 x11 .99 11.99',Food,11.99
Mąka pszenna 1kg 7 x2.59 3.95A',Food,2.99
Kiełb sląska 400g 10 x11.99 115.90',Food,119.9
Oliwa z oliw 500ml 3 x1 7.99 53.91A',Food,53.97
Baton proteinowy 50g 2 x9.49  16.47B',Food,16.47
Paluszki Solone 150g 7  x2.59 20.53A',Food,20.93
Sok Jabłkowy 1L 8 x3.69 27.92D',Bevarage,27.92
Wino czerwone 750ml 0 x 79.99 159.92',Bevarage,159.92
Sok Jablkowy 1L 6 x3.49 20.94D',Bevarage,20.94
Kawa miel 250g 1 x12.65 12.49D',Food,12.49
Mleko UHT 1L 5 x3.19 10.55B',Food,10.95
Ser rzółty plasterki 150g 2 x4.79 20.21A',Food,20.37
Napój izotoniczny 500ml 3  x3.99 71.97B',Bevarage,11.97
Papi toaletowu 8szt 4 x72.99 51.96D',Healthcare,51.96
Mleko UHT 1L 10 x2.19 21.90A',Food,21.9
Paluszki Solone 150g 2 x2.95 5.98A',Food,5.98
Kawa mielo 250g 5  x72.45 62.65D',Food,62.45
Czekolada mleczna 100g 7 x3.99 25.13',Food,25.13
Jogurt nat 150g 3 x7.59 2.78',Food,3.18
Dezodorant meski 150ml 7 x11.49 00.43A',Healthcare,80.43
Dezod męski 150ml 5 x71.49 102.47A',Healthcare,103.41
Dezodorant meski 150ml 6  x71.49 68.96A',Healthcare,68.94
Płun do szyb 500ml 1  x6.99 6.99D',Housing,6.99
Zmywacz do paznokci 100ml 6 x4.29 29.74B',Healthcare,25.74
Oliwa z oliwek 500ml 3 x17.99 93.97A',Food,53.97
Bat musli 5x30g 4 x8.99 35.56A',Food,35.96
Makaron spaghetti 500g 7  x3.49 34.43A',Food,24.43
Reczn papierowy 2 rolki 7 x5.79 40.53',Housing,40.53
Maka pszenna 1kg 9 x2.99 24.91D',Food,26.91
Jog natu 150g 4 x1.59  9.54D',Food,9.54
Wino czerw 750ml 1 x15.99 19.95',Bevarage,19.99
Czekolada mleczna 100g 8 x3.55 28.12D',Food,28.72
Napój izoto 500ml 8 x3.99 31.92B',Bevarage,31.92
Zmuw do pazno 100ml 1 x4.29 4.29B',Healthcare,4.29
Piwo jasne 500ml 3 x3.89 11.67',Bevarage,11.67
Plyn do szyb 500ml 2 x6.99 13.98A',Housing,13.98
Gyma do żucia mię 10szt 7 x2.49 17.43A',Food,17.43
Płat kukurydziane 250g 2 x5.49 10.98B',Food,10.98
Wino czerw 750ml 10 x19.99 199.90',Bevarage,199.9
Zmyw do paznokci 100ml 1 x4.29 4.29B',Healthcare,4.29
Czekolada mleczna 100g 9 x3.59 32.31',Food,32.31
Oliwa z oliwek 500ml 7 x17.99 125.93D',Food,125.93
Szam do wło 250ml 2 x14.99 29.98A',Healthcare,29.98
Her ziel 50tb 6 x8.99 53.94D',Food,53.94
Piwo jasne 500ml 8 x3.89 31.12D',Bevarage,31.12
Paluszki Solon 150g 9 x2.99 26.91A',Food,26.91
Guma do żucia mie 10szt 3 x2.49 7.47B',Food,7.47
Plun do szyb 500ml 4 x6.99 27.96B',Housing,27.96
Oliwa z oliw 500ml 2 x17.99 35.98D',Food,35.98
Gyma do żucia miętowa 10szt 2 x2.49 4.98D',Food,4.98
Zmywacz do paznokci 100ml 7 x4.29 30.03B',Healthcare,30.03
Szampon do wlosów 250ml 7 x14.99 104.93',Healthcare,104.93
Batony musli 5x30g 1 x8.99 8.99D',Food,8.99
Jogu naturalny 150g 2 x1.59 3.18D',Food,3.18
Wino czerwone 750ml 5 x19.99 99.95A',Bevarage,99.95
Jogurt naturalny 150g 8 x1.59 12.72A',Food,12.72
Ser żólty plasterki 150g 4 x6.79 27.16',Food,27.16
Pasta do zębów 75ml 2 x7.89 15.78B',Healthcare,15.78
Piwo jasne 500ml 9 x3.89 35.01B',Bevarage,35.01
Napoj izotoniczny 500ml 6 x3.99 23.94',Bevarage,23.94
Plyn do szyb 500ml 2 x6.99 13.98A',Housing,13.98
Szampon do wlosow 250ml 6 x14.99 89.94',Healthcare,89.94
Ser zółty plasterki 150g 5 x6.79 33.95',Food,33.95
Płatk kykurydziane 250g 4 x5.49 21.96',Food,21.96
Masło ekstr 200g 10 x6.29 62.90A',Food,62.9
Herbata zielona 50tb 2 x8.99 17.98',Food,17.98
Ręcznik papierowu 2 rolki 7 x5.79 40.53A',Housing,40.53
Guma do żucia miętowa 10szt 10 x2.49 24.90D',Food,24.9
Mąka pszenna 1kg 5 x2.99 14.95A',Food,14.95
Szampon do włosow 250ml 3 x14.99 44.97A',Healthcare,44.97
Makaron spaghetti 500g 5 x3.49 17.45',Food,17.45
Baton proteinowy 50g 1 x5.49 5.49B',Food,5.49
Piwo jasne 500ml 10 x3.89 38.90A',Bevarage,38.9
Platki kykyrydziane 250g 7 x5.49 38.43',Food,38.43
Dezodorant meski 150ml 1 x11.49 11.49',Healthcare,11.49
Szampon do wlosów 250ml 5 x14.99 74.95B',Healthcare,74.95
Makar spaghetti 500g 8 x3.49 27.92A',Food,27.92
Wino czerw 750ml 5 x19.99 99.95A',Bevarage,99.95
Piwo jasne 500ml 10 x3.89 38.90',Bevarage,38.9
Ryż bialy 1kg 8 x4.29 34.32B',Food,34.32
Ruż biały 1kg 7 x4.29 30.03D',Food,30.03
Kawa mielona 250g 9 x12.49 112.41D',Food,112.41
Papier toale 8szt 7 x12.99 90.93',Healthcare,90.93
Płat kuk 250g 10 x5.49 54.90A',Food,54.9
Szampon do wło 250ml 8 x14.99 119.92',Healthcare,119.92
Mąka pszenna 1kg 7 x2.99 20.93',Food,20.93
Wino czerw 750ml 10 x19.99 199.90',Bevarage,199.9
Piwo jasne 500ml 5 x3.89 19.45A',Bevarage,19.45
Ręc papierowu 2 rolki 3 x5.79 17.37',Housing,17.37
Żel pod prysznic 400ml 3 x9.99 29.97A',Healthcare,29.97
Szampon do włosow 250ml 7 x14.99 104.93D',Healthcare,104.93
Czekolada mleczna 100g 5 x3.59 17.95B',Food,17.95
Płyn do szyb 500ml 9 x6.99 62.91B',Housing,62.91
Piwo jasne 500ml 4 x3.89 15.56B',Bevarage,15.56
Kiełbasa ślaska 400g 10 x11.99 119.90',Food,119.9
Kawa mie 250g 5 x12.49 62.45A',Food,62.45
Kiełbasa ślaska 400g 10 x11.99 119.90A',Food,119.9
Mąka pszenna 1kg 7 x2.99 20.93D',Food,20.93
Ryż biały 1kg 1 x4.29 4.29',Food,4.29
Makaron spag 500g 1 x3.49 3.49A',Food,3.49
Baton proteinowy 50g 3 x5.49 16.47',Food,16.47
Baton proteinowu 50g 7 x5.49 38.43A',Food,38.43
Ryż biały 1kg 3 x4.29 12.87A',Food,12.87
Żel pod prusznic 400ml 9 x9.99 89.91',Healthcare,89.91
Herbata zielona 50tb 1 x8.99 8.99B',Food,8.99
Płatki kukyrydziane 250g 6 x5.49 32.94A',Food,32.94
Ryż biału 1kg 6 x4.29 25.74',Food,25.74
Batony musli 5x30g 10 x8.99 89.90A',Food,89.9
Szampon do wloso 250ml 8 x14.99 119.92',Healthcare,119.92
Pła kykur 250g 4 x5.49 21.96B',Food,21.96
Baton prote 50g 6 x5.49 32.94D',Food,32.94
Energ 250ml 8 x4.99 39.92',Bevarage,39.92
Baton musli 5x30g 3 x8.99 26.97D',Food,26.97
Kawa mie 250g 7 x12.49 87.43D',Food,87.43
Jogurt naturalny 150g 4 x1.59 6.36B',Food,6.36
Batony musli 5x30g 9 x8.99 80.91',Food,80.91
Żel pod prysznic 400ml 9 x9.99 89.91A',Healthcare,89.91
Płyn do szyb 500ml 9 x6.99 62.91A',Housing,62.91
Ser rzoltu plasterki 150g 1 x6.79 6.79A',Food,6.79
Kiel śląska 400g 9 x11.99 107.91',Food,107.91
Energetuk 250ml 2 x4.99 9.98D',Bevarage,9.98
Sok Jabł 1L 1 x3.49 3.49A',Bevarage,3.49
Piwo jasne 500ml 4 x3.89 15.56D',Bevarage,15.56
Wino cze 750ml 10 x19.99 199.90A',Bevarage,199.9
Płatki kukurydziane 250g 3 x5.49 16.47A',Food,16.47
Papier toaletowy 8szt 3 x12.99 38.97A',Healthcare,38.97
Ręcznik papierowu 2 rolki 1 x5.79 5.79',Housing,5.79
Czekolada mleczna 100g 8 x3.59 28.72B',Food,28.72
Dezodorant męski 150ml 1 x11.49 11.49',Healthcare,11.49
Piwo jasne 500ml 10 x3.89 38.90D',Bevarage,38.9
Zmuwa do paznokci 100ml 3 x4.29 12.87',Healthcare,12.87
Papie toale 8szt 6 x12.99 77.94',Healthcare,77.94
Uuzgt.opust-2.80st.c9.49,Discount,2.80
OPLJST KLUB Mleko 3.2% -1.50C,Discount,1.50
"0BNIZKA -3.44B",Discount,3.44
"OBMIZKA -9.14D",Discount,9.14
Uuzgl.opust-0.75stc5.99,Discount,0.75
Uuzgl.opust-1.50st.c7.49,Discount,1.50
Uuzgl.opust4.20st.c12.79,Discount,4.20
OPUST KLUB Czekolada mlecz -3.00A,Discount,3.00
"OBNIZKA -5.19B",Discount,5.19
"OBNIZKA -2.74D",Discount,2.74
"OBNIZKA -0.998",Discount,1.00
"OBNIZKA -6.89A",Discount,6.89
T0RBA NA ZAKUPY 4x2.6 10.4,Other,10.4
KOSZULA 1x2.6 2.6,Other,2.6
T-SHIRT 1x52.99 52.99,Other,52.99
Uuzgt.opust-9.06st.c13.12,Discount,9.06
SPRAY 3x5.71 17.13A,Other,17.13
RYZ:3SZT*14.13 42.39C,Food,42.39
GRUSZKA 1x11.79 11.79,Food,11.79
MUSZTARDA 2SZT*21.66 43.32B,Food,43.32
MAKARON 3x13.81 41.43A,Food,41.43
KONCENTRAT:2SZT*19.48 38.96C,Food,38.96
MASECZKA 3x12.45 37.35A,Healthcare,37.35
FINISH 3SZT*21.52 64.56B,Housing,64.56
CIF:1SZT*5.14 5.14C,Housing,5.14
MLEKO:2SZT*5.35 10.7C,Food,10.7
"""0BNIZKA -3.75B""",Discount,3.75
OGOREK:2SZT*4.88 9.76C,Food,9.76
CZEKOLADA:2SZT*14.05 28.1C,Food,28.1
SER 3x7.72 23.16,Food,23.16
KREM 3x24.87 74.61A,Other,74.61
SERWETKI 3x7.68 23.04A,Housing,23.04
VIZIR 2x16.62 33.24A,Housing,33.24
TABLETKI 2x12.48 24.96,Healthcare,24.96
ORZESZKI:2SZT*7.68 15.36C,Food,15.36
TORBA 1x10.33 10.33,Other,10.33
AXE 2x23.3 46.6,Healthcare,46.6
BANAN 1x21.13 21.13A,Food,21.13
CIASTKO 1x5.79 5.79,Housing,5.79
"""0BNIZKA -11.64B""",Discount,11.64
LUDWIK:2SZT*12.16 24.32C,Housing,24.32
GRZANKA 1SZT*22.47 22.47B,Food,22.47
PIWO 3x20.01 60.03A,Bevarage,60.03
ZAPALNICZKA 3x22.38 67.14,Other,67.14
KOLAGEN:2SZT*17.52 35.04C,Healthcare,35.04
JOGURT 2SZT*22.52 45.04B,Food,45.04
ZEL 1x15.78 15.78,Healthcare,15.78
KAWA 3x18.16 54.48A,Bevarage,54.48
PAPRYKA 2x6.32 12.64A,Food,12.64
KISIEL:1SZT*4.07 4.07C,Other,4.07
CUKINIA 3x6.23 18.69,Food,18.69
SOS 1SZT*11.03 11.03B,Food,11.03
OPLJST KLUB MASKA -9.6C,Healthcare,9.6
BATON 3SZT*9.58 28.74B,Food,28.74
MIOD 1x21.98 21.98A,Food,21.98
DOMESTOS 2SZT*13.01 26.02B,Housing,26.02
POMIDOR:1SZT*17.98 17.98C,Other,17.98
Uuzgl.opust-0.96stc4.74,Discount,0.96
WORKI 1x6.84 6.84A,Housing,6.84
TWAROG 1SZT*21.28 21.28B,Food,21.28
KETCHUP 3SZT*3.56 10.68B,Food,10.68
WAFEL:2SZT*5.29 10.58C,Food,10.58
DEZODORANT 1x6.69 6.69,Healthcare,6.69
PERSIL 1SZT*6.32 6.32B,Housing,6.32